pre;ACD_avg;ACD_max;ACD_sum;FOUT_avg;FOUT_max;FOUT_sum;MLOC_avg;MLOC_max;MLOC_sum;NBD_avg;NBD_max;NBD_sum;NOCU;NOF_avg;NOF_max;NOF_sum;NOI_avg;NOI_max;NOI_sum;NOM_avg;NOM_max;NOM_sum;NOT_avg;NOT_max;NOT_sum;NSF_avg;NSF_max;NSF_sum;NSM_avg;NSM_max;NSM_sum;PAR_avg;PAR_max;PAR_sum;TLOC_avg;TLOC_max;TLOC_sum;VG_avg;VG_max;VG_sum;post
0;0;0;0;0.026315789;1;1;0.289473684;3;11;0.210526316;1;8;8;0.153846154;1;2;0.625;1;5;2.923076923;7;38;0.375;1;3;0;0;0;0;0;0;0.578947368;2;22;13.375;39;107;0.210526316;1;8;0
0;0;0;0;0;0;0;0.052631579;1;1;0.105263158;1;2;3;0;0;0;0;0;0;3.8;8;19;1;1;3;0;0;0;0;0;0;0.526315789;3;10;12.66666667;21;38;0.105263158;1;2;0
0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;1;1;20;1.45;4;29;0;0;0;0;0;0;0;0;0;0.034482759;1;1;5.8;11;116;0;0;0;0
0;0;0;0;0;0;0;0.024691358;1;2;0.049382716;1;4;18;0;0;0;0.888888889;1;16;4.5;27;81;0.111111111;1;2;0.444444444;5;8;0;0;0;0.641975309;3;52;9.833333333;35;177;0.049382716;1;4;0
3;0;0;0;1.2;6;6;4;20;20;1;3;5;3;0;0;0;0.333333333;1;1;1.333333333;2;4;0.666666667;1;2;0.333333333;1;1;0.333333333;1;1;0.2;1;1;13;30;39;2.2;9;11;0
0;0;0;0;0;0;0;1.1875;18;19;0.125;1;2;6;0;0;0;0.833333333;1;5;2.666666667;5;16;0.166666667;1;1;0.5;3;3;0;0;0;0.5;2;8;7.5;11;45;0.125;1;2;0
8;0;0;0;4;42;2944;7.207880435;67;5305;1.595108696;8;1174;48;2.943396226;45;156;0;0;0;12.50943396;88;663;1;1;48;2.113207547;23;112;1.377358491;14;73;0.942934783;9;694;159.4791667;1239;7655;2.510869565;25;1848;1
0;0;0;0;2.445378151;29;291;3.857142857;29;459;1.201680672;4;143;11;2.5;7;40;0;0;0;7.375;14;118;1;1;11;0.5625;3;9;0.0625;1;1;0.630252101;6;75;78.90909091;200;868;1.453781513;9;173;0
0;0;0;0;1.76744186;22;152;3.5;54;301;1.104651163;4;95;21;0.714285714;3;15;0;0;0;3.19047619;22;67;1;1;21;1.761904762;21;37;0.904761905;3;19;1.220930233;3;105;35.52380952;151;746;1.558139535;17;134;0
0;0;0;0;1.5;19;111;3.824324324;40;283;1.283783784;6;95;19;0.368421053;3;7;0;0;0;3.105263158;14;59;1;1;19;10.15789474;107;193;0.789473684;4;15;0.513513514;2;38;38.47368421;198;731;1.837837838;15;136;0
1;0;0;0;2.771186441;58;327;4.584745763;69;541;1.118644068;4;132;18;1.15;14;23;0;0;0;5.5;36;110;1;1;18;2;24;40;0.4;6;8;0.593220339;3;70;57.11111111;442;1028;2;22;236;0
0;0;0;0;7.417431193;78;1617;10.94495413;249;2386;1.426605505;6;311;8;1.5;3;12;0;0;0;23.875;154;191;1;1;8;32.5;108;260;3.375;16;27;0.990825688;4;216;396.875;2520;3175;3.19266055;89;696;0
3;0.033333333;1;1;0.138248848;13;30;0.373271889;20;81;0.161290323;5;35;30;0;0;0;0.966666667;1;29;6.6;34;198;0.033333333;1;1;0.533333333;5;16;0.633333333;19;19;0.930875576;13;202;16.5;155;495;0.179723502;9;39;1
0;0;0;0;0;0;0;0.071428571;1;2;0.107142857;1;3;7;0;0;0;0.857142857;1;6;3.714285714;8;26;0.142857143;1;1;0;0;0;0.285714286;2;2;1.321428571;6;37;10.85714286;16;76;0.107142857;1;3;0
2;0;0;0;2.830769231;33;184;7.215384615;75;469;1.569230769;6;102;5;3.555555556;8;32;0.2;1;1;6.222222222;20;56;0.8;1;4;1.222222222;8;11;1;8;9;1.215384615;5;79;143;280;715;2.846153846;25;185;1
9;0.818181818;1;9;4.121568627;30;1051;7.082352941;54;1806;1.866666667;7;476;11;1.666666667;5;20;0;0;0;21.08333333;69;253;1;1;11;4.083333333;8;49;0.166666667;1;2;1.545098039;13;394;244.9090909;634;2694;2.729411765;19;696;1
2;0.5;2;3;4.297520661;30;520;9.495867769;76;1149;2;10;242;6;2.307692308;7;30;0;0;0;8.692307692;43;113;1;1;6;2.076923077;10;27;0.615384615;5;8;1.685950413;9;204;263.5;786;1581;3.239669421;23;392;1
3;0.555555556;1;5;1.28125;11;82;3;37;192;1.34375;6;86;9;0.777777778;3;7;0;0;0;6.888888889;26;62;1;1;9;0.555555556;3;5;0.222222222;1;2;0.5;5;32;47;126;423;1.375;7;88;1
18;0.153846154;1;4;4.011456628;45;2451;5.857610475;103;3579;1.747954173;7;1068;26;2.514285714;23;88;0.038461538;1;1;17.37142857;132;608;0.961538462;1;25;0.342857143;5;12;0.085714286;1;3;0.512274959;7;313;206.3076923;1302;5364;2.263502455;30;1383;1
0;1;3;3;4.0875;41;327;7.4125;55;593;1.7125;6;137;3;7.666666667;17;23;0;0;0;26.33333333;63;79;1;1;3;2;4;6;0.333333333;1;1;0.8;6;64;283.6666667;762;851;2.2375;12;179;0
6;0;0;0;4.63002681;115;1727;7.525469169;213;2807;1.659517426;5;619;11;5.076923077;16;66;0.090909091;1;1;28.61538462;151;372;0.909090909;1;10;0.692307692;3;9;0.076923077;1;1;1;7;373;362.9090909;1899;3992;2.713136729;57;1012;1
2;0.012987013;1;1;2.243315508;42;839;3.930481283;153;1470;1.128342246;5;422;77;0.766233766;5;59;0;0;0;4.766233766;38;367;1;1;77;0.792207792;37;61;0.090909091;4;7;1.398395722;6;523;36.23376623;354;2790;1.780748663;33;666;1
2;0.142857143;1;1;4.64;72;232;10.52;122;526;1.68;5;84;7;1.714285714;7;12;0;0;0;5.142857143;11;36;1;1;7;1.428571429;6;10;2;8;14;1.76;9;88;103.4285714;228;724;2.64;21;132;0
7;0;0;0;7.148148148;110;579;10.64197531;97;862;2.24691358;5;182;7;3.285714286;22;23;0;0;0;11;38;77;1;1;7;0.714285714;2;5;0.571428571;2;4;0.938271605;5;76;160.1428571;866;1121;3.469135802;35;281;1
0;2;2;2;6;7;12;14;19;28;3;4;6;1;0;0;0;0;0;0;2;2;2;1;1;1;0;0;0;0;0;0;1.5;2;3;43;43;43;3;3;6;0
1;0;0;0;5.318181818;27;234;8.704545455;36;383;1.931818182;4;85;4;4;8;16;0;0;0;11;16;44;1;1;4;0.75;3;3;0;0;0;1.159090909;5;51;137.25;230;549;3.113636364;8;137;1
2;0.25;1;1;5.666666667;40;102;12.22222222;91;220;2.111111111;7;38;4;2.75;6;11;0;0;0;4.5;6;18;1;1;4;0;0;0;0;0;0;0.611111111;2;11;80;124;320;3.833333333;24;69;1
1;1.25;5;5;5.8;23;232;8.975;35;359;1.8;4;72;4;1.4;6;7;0;0;0;7.4;21;37;1;1;4;0.6;2;3;0.2;1;1;1.175;5;47;136.25;372;545;2.275;6;91;1
0;0;0;0;0.408163265;6;20;0.918367347;18;45;0.367346939;3;18;9;0.181818182;1;2;0.666666667;1;6;4.363636364;9;48;0.333333333;1;3;2;10;22;0.090909091;1;1;0.510204082;3;25;20.11111111;87;181;0.469387755;5;23;0
0;0;0;0;2.146153846;22;279;4.915384615;65;639;1.384615385;7;180;11;3.833333333;8;46;0;0;0;8.666666667;20;104;1;1;11;0.916666667;2;11;2.166666667;13;26;0.807692308;5;105;99.09090909;230;1090;2.153846154;19;280;0
0;0;0;0;1.428571429;9;110;4.25974026;36;328;1.181818182;3;91;10;0.785714286;3;11;0.4;1;4;5.071428571;26;71;0.6;1;6;0.357142857;3;5;0.428571429;5;6;0.844155844;2;65;53.8;211;538;1.792207792;8;138;0
66;0.6;4;6;5.835897436;34;1138;9.953846154;68;1941;2.112820513;8;412;10;3.384615385;12;44;0;0;0;14.53846154;63;189;1;1;10;2.076923077;12;27;0.153846154;1;2;1.312820513;8;256;267;1162;2670;3.415384615;26;666;1
0;0;0;0;3.320754717;24;176;7.735849057;51;410;1.641509434;5;87;6;3.5;7;21;0;0;0;6.833333333;13;41;1;1;6;0.833333333;3;5;2;12;12;1.018867925;5;54;101.8333333;212;611;3.037735849;20;161;1
8;0.166666667;1;1;3.656565657;38;362;6.777777778;95;671;1.646464646;5;163;6;1.388888889;3;25;0;0;0;4.333333333;10;78;1;1;6;0.166666667;2;3;1.166666667;12;21;0.858585859;3;85;166.6666667;346;1000;2.464646465;24;244;1
19;0;0;0;2.423913043;13;223;4.391304348;21;404;1.543478261;5;142;9;2.777777778;15;25;0.111111111;1;1;10;46;90;0.888888889;1;8;1.777777778;14;16;0.222222222;1;2;0.532608696;3;49;81.55555556;302;734;1.967391304;9;181;1
56;0.611111111;4;11;4.384210526;46;833;7.363157895;68;1399;1.831578947;6;348;18;2.423076923;24;63;0.166666667;1;3;7.076923077;74;184;0.833333333;1;15;0.461538462;4;12;0.153846154;1;4;1.089473684;5;207;114.7222222;1108;2065;2.431578947;30;462;1
10;0.181818182;1;2;2.815789474;20;107;3.921052632;19;149;1.473684211;6;56;11;0.454545455;2;5;0;0;0;3.363636364;7;37;1;1;11;0.363636364;2;4;0.090909091;1;1;1.210526316;5;46;30.81818182;65;339;1.631578947;7;62;1
21;0.04;1;1;2.758865248;29;389;5.865248227;53;827;1.595744681;6;225;25;1.172413793;5;34;0.12;1;3;4.793103448;13;139;0.88;1;22;0.689655172;5;20;0.068965517;1;2;0.936170213;4;132;56.44;280;1411;2.319148936;18;327;1
0;0;0;0;6.461538462;13;84;9.307692308;20;121;2.538461538;5;33;1;3;3;3;0;0;0;12;12;12;1;1;1;16;16;16;1;1;1;1.076923077;3;14;184;184;184;2.923076923;5;38;1
11;0;0;0;4.414634146;39;181;6.731707317;51;276;1.682926829;5;69;2;0.333333333;2;3;0;0;0;4;7;36;1;1;2;1.333333333;10;12;0.555555556;3;5;2.243902439;5;92;212;406;424;2.317073171;12;95;1
38;0.617647059;7;21;5.307420495;51;1502;8.812720848;91;2494;1.795053004;7;508;34;1.9;13;76;0.029411765;1;1;6.6;26;264;0.970588235;1;33;0.975;10;39;0.475;7;19;1.003533569;10;284;111.0294118;569;3775;2.558303887;23;724;1
13;0.1;1;1;4.188405797;32;289;6.869565217;35;474;1.739130435;6;120;10;0.6;3;6;0.3;1;3;2.5;11;25;0.7;1;7;11.8;42;118;4.4;18;44;0.898550725;3;62;85.3;324;853;2.231884058;9;154;1
23;1.447368421;11;55;5.041580042;70;2425;7.43035343;115;3574;1.555093555;6;748;38;3.844444444;20;173;0.052631579;1;2;10.33333333;42;465;0.947368421;1;36;1.133333333;27;51;0.155555556;4;7;0.819126819;6;394;144.8157895;671;5503;2.022869023;17;973;1
3;1.333333333;7;8;5.015384615;23;326;7.507692308;33;488;1.969230769;4;128;6;3;14;18;0;0;0;10.5;32;63;1;1;6;1.666666667;8;10;0.333333333;1;2;0.815384615;3;53;127.3333333;502;764;2.476923077;9;161;1
5;1.090909091;3;12;6.885245902;28;420;10.36065574;44;632;2.131147541;7;130;11;1.75;6;21;0;0;0;5;17;60;1;1;11;0.5;3;6;0.083333333;1;1;0.655737705;3;40;90.81818182;270;999;2.786885246;13;170;1
0;0.2;1;1;2.219512195;57;91;3.731707317;78;153;1.219512195;3;50;5;2.2;5;11;0;0;0;8;16;40;1;1;5;0.4;2;2;0.2;1;1;0.536585366;2;22;56.4;170;282;1.536585366;14;63;1
0;1;17;20;8.331983806;104;2058;11.53441296;168;2849;1.740890688;7;430;20;1.65;9;33;0;0;0;10.65;32;213;1;1;20;0.7;14;14;1.7;18;34;0.971659919;5;240;175.1;796;3502;2.850202429;16;704;0
0;0;0;0;1.876056338;35;666;4.321126761;73;1534;1.030985915;6;366;44;1.3;16;65;0.5;1;22;6.66;85;333;0.5;1;22;0.22;4;11;0.44;15;22;1.101408451;8;391;53.18181818;665;2340;1.8;33;639;0
0;0;0;0;3.701298701;21;285;6.467532468;31;498;1.688311688;5;130;6;3.222222222;11;29;0.166666667;1;1;7.666666667;23;69;0.833333333;1;5;0.222222222;1;2;0.888888889;4;8;0.948051948;4;73;120.5;316;723;2.571428571;11;198;0
0;0.083333333;1;1;4.1484375;35;531;7.59375;53;972;1.5625;4;200;12;2.428571429;12;34;0.083333333;1;1;9.071428571;36;127;0.916666667;1;11;0.571428571;4;8;0;0;0;1.21875;7;156;113.5833333;501;1363;2.859375;15;366;0
0;0.333333333;3;3;2.085714286;19;219;3.580952381;34;376;1.304761905;5;137;9;2.2;10;22;0.555555556;1;5;10.5;38;105;0.444444444;1;4;0.1;1;1;0;0;0;0.866666667;3;91;71.77777778;386;646;1.476190476;8;155;0
0;0;0;0;1.648648649;25;183;3.468468468;52;385;1.072072072;3;119;12;1.4;5;28;0;0;0;5.3;15;106;1;1;12;0.6;6;12;0.25;3;5;0.918918919;4;102;55.83333333;135;670;1.333333333;11;148;0
0;0;0;0;1.715686275;22;525;3.316993464;24;1015;1.284313725;4;393;22;1.64;6;41;0.045454545;1;1;11.72;54;293;0.954545455;1;21;0.32;6;8;0.52;7;13;0.964052288;5;295;81.81818182;367;1800;1.519607843;6;465;0
43;2.415384615;26;157;6.312857143;155;4419;9.991428571;268;6994;1.745714286;7;1222;65;5.297619048;105;445;0.046153846;1;3;7.369047619;24;619;0.953846154;1;62;2.202380952;98;185;0.666666667;18;56;1.017142857;8;712;158.3846154;714;10295;2.374285714;29;1662;1
18;0.975;5;39;4.221698113;29;895;7.867924528;57;1668;1.900943396;7;403;40;0.409090909;4;18;0;0;0;4.613636364;26;203;1;1;40;0.090909091;3;4;0.181818182;2;8;0.683962264;4;145;68.25;399;2730;2.349056604;21;498;1
7;0.333333333;1;1;5.482758621;32;159;8.24137931;38;239;1.827586207;4;53;3;4.4;12;22;0;0;0;5.8;15;29;1;1;3;1.4;6;7;0;0;0;0.827586207;3;24;121.6666667;248;365;2.517241379;10;73;1
0;1.5;7;9;3.18;36;159;5.96;57;298;1.56;4;78;6;2.857142857;5;20;0;0;0;7.142857143;13;50;1;1;6;1.142857143;6;8;0;0;0;0.94;4;47;88.83333333;128;533;2.04;11;102;1
2;0.153846154;2;4;1.565714286;23;274;3.6;30;630;1.337142857;6;234;26;1.153846154;5;30;0;0;0;6.692307692;13;174;1;1;26;0.346153846;6;9;0.038461538;1;1;1.017142857;3;178;52.92307692;135;1376;1.765714286;12;309;0
27;0.464285714;3;13;4.630434783;52;1278;6.869565217;91;1896;1.688405797;8;466;28;1.5625;5;50;0.035714286;1;1;8.4375;22;270;0.964285714;1;27;0.03125;1;1;0.1875;2;6;1.460144928;7;403;104.8571429;346;2936;2.054347826;14;567;1
7;1.772727273;9;39;5.58974359;72;1526;8.446886447;99;2306;1.827838828;8;499;22;3.44;17;86;0;0;0;10.48;51;262;1;1;22;1.44;19;36;0.24;4;6;1.032967033;8;282;154.6818182;612;3403;2.395604396;25;654;1
33;0.612903226;7;19;4.18359375;35;1071;6.82421875;64;1747;1.71484375;6;439;31;0.9;7;36;0;0;0;6.325;27;253;1;1;31;0.825;9;33;0.05;1;2;1.09375;5;280;91.12903226;514;2825;2.20703125;19;565;1
0;0;0;0;1;2;2;4;6;8;2;3;4;1;1;1;1;0;0;0;2;2;2;1;1;1;0;0;0;0;0;0;4.5;8;9;20;20;20;2;3;4;0
18;3.037037037;9;82;6.282674772;70;2067;10.01215805;104;3294;1.838905775;8;605;27;5.818181818;17;192;0.037037037;1;1;9.666666667;28;319;0.962962963;1;26;0.727272727;7;24;0.303030303;5;10;0.88449848;6;291;178.1481481;441;4810;2.422492401;19;797;1
4;0;0;0;2.32;20;174;3.96;28;297;1.213333333;5;91;4;1.333333333;4;12;0;0;0;5.666666667;15;51;1;1;4;2.333333333;17;21;2.666666667;23;24;0.6;4;45;129.5;411;518;1.613333333;9;121;0
1;0.2;2;2;0.755555556;6;34;2.866666667;14;129;0.8;3;36;10;0.9;4;9;0.3;1;3;3.9;9;39;0.7;1;7;2.7;13;27;0.4;2;4;1;4;45;27.5;72;275;1.133333333;6;51;1
0;0.148148148;2;4;2.350364964;23;322;5.233576642;69;717;1.357664234;5;186;27;1.428571429;4;40;0;0;0;3.642857143;10;102;1;1;27;1.678571429;15;47;0.857142857;11;24;1.094890511;4;150;46.59259259;154;1258;2.072992701;19;284;1
20;0.432432432;8;16;2.81377551;71;1103;4.568877551;91;1791;1.147959184;8;450;37;1.538461538;22;60;0.513513514;1;19;8.974358974;54;350;0.486486486;1;18;2.897435897;21;113;1.051282051;10;41;0.971938776;6;381;83.05405405;705;3073;1.505102041;15;590;1
9;0.125;3;7;3.366459627;70;1084;5.459627329;108;1758;1.48757764;6;479;56;0.646153846;14;42;0;0;0;4.615384615;57;300;1;1;56;1.461538462;41;95;0.338461538;4;22;1.639751553;7;528;56.76785714;443;3179;2.130434783;31;686;1
3;0;0;0;3.903614458;53;324;7.686746988;108;638;1.518072289;8;126;19;1.952380952;12;41;0.263157895;1;5;3.904761905;9;82;0.736842105;1;14;1.714285714;11;36;0.047619048;1;1;1.879518072;7;156;60.63157895;192;1152;2.638554217;32;219;1
8;0;0;0;3.908333333;35;469;7.1;73;852;1.708333333;7;205;10;2.636363636;10;29;0;0;0;9.090909091;49;100;1;1;10;3.636363636;26;40;1.818181818;14;20;0.833333333;9;100;131.6;770;1316;2.625;13;315;1
19;0.894736842;4;17;4.828092243;85;2303;7.618448637;145;3634;1.846960168;7;881;19;2.3;10;46;0;0;0;22.05;79;441;1;1;19;1.6;9;32;1.8;14;36;1.213836478;7;579;267;1235;5073;2.561844864;38;1222;1
11;0.083333333;1;1;3.344444444;25;602;5.922222222;57;1066;1.694444444;8;305;12;2.285714286;9;32;0;0;0;10.85714286;31;152;1;1;12;1.857142857;15;26;1.857142857;25;26;0.994444444;4;179;137.1666667;523;1646;2.377777778;18;428;1
15;1.428571429;6;20;6.206896552;38;900;10.91724138;57;1583;2.317241379;7;336;14;1.352941176;8;23;0;0;0;4.823529412;13;82;1;1;14;1.529411765;15;26;3.705882353;25;63;1.524137931;5;221;155.3571429;459;2175;3.503448276;23;508;1
1;0;0;0;1.714285714;8;24;4.285714286;26;60;0.714285714;2;10;2;0;0;0;0.5;1;1;7;8;14;0.5;1;1;0;0;0;0;0;0;1.642857143;3;23;54.5;93;109;1.5;8;21;0
0;0.125;2;3;2.012244898;23;493;4.828571429;62;1183;1.118367347;6;274;24;2.576923077;8;67;0.166666667;1;4;8.884615385;32;231;0.833333333;1;20;0.846153846;5;22;0.538461538;11;14;0.959183673;6;235;67.08333333;351;1610;1.510204082;16;370;0
0;0;0;0;2.311688312;31;178;4.25974026;47;328;1.025974026;8;79;25;0.923076923;4;24;0.08;1;2;2.769230769;11;72;0.92;1;23;0.346153846;8;9;0.192307692;4;5;1.12987013;6;87;24.8;159;620;1.363636364;11;105;0
0;0.0625;1;1;2.671532847;33;366;5.080291971;55;696;1.423357664;5;195;16;1.043478261;5;24;0;0;0;4.130434783;24;95;1.125;3;18;0.52173913;3;12;1.826086957;8;42;0.875912409;4;120;71.8125;256;1149;2.04379562;12;280;0
3;0;0;0;0.736842105;2;14;6.684210526;55;127;1.157894737;2;22;3;1.333333333;2;4;0;0;0;4;6;12;1;1;3;112.6666667;338;338;2.333333333;7;7;0.842105263;3;16;177.6666667;471;533;5.157894737;40;98;0
4;0.2;2;3;4.785714286;41;938;11.30102041;170;2215;1.479591837;5;290;15;2.533333333;8;38;0.2;1;3;9.866666667;50;148;0.8;1;12;7.666666667;52;115;3.2;34;48;1.530612245;8;300;191.8666667;1309;2878;4.12755102;36;809;0
11;6.75;11;27;10.05882353;43;171;21.94117647;99;373;2.117647059;5;36;4;0;0;0;0;0;0;0;0;0;1;1;4;3.5;5;14;4.25;5;17;0.882352941;2;15;122.75;182;491;4.411764706;11;75;1
27;2.088235294;15;71;6.227790433;110;2734;12.38724374;258;5438;1.464692483;8;643;34;4.411764706;27;150;0.205882353;1;7;12.41176471;74;422;0.794117647;1;27;3.323529412;48;113;0.5;12;17;1.4738041;10;647;198.7058824;1305;6756;3.651480638;53;1603;1
48;1.265306122;13;62;4.643006263;66;4448;11.8131524;250;11317;1.740083507;6;1667;49;6.581818182;59;362;0.183673469;1;9;17.12727273;232;942;0.816326531;1;40;2.290909091;36;126;0.290909091;2;16;1.042797495;11;999;282.0408163;4384;13820;3.889352818;81;3726;1
12;0.455696203;4;36;3.551724138;29;2060;10.00172414;104;5801;1.6;7;928;79;2.64556962;14;209;0.025316456;1;2;6.582278481;22;520;0.974683544;1;77;2.012658228;27;159;0.759493671;6;60;1.165517241;10;676;99.02531646;608;7823;3.436206897;20;1993;1
1;0;0;0;0.25;5;20;1.35;11;108;0.6125;1;49;42;0.714285714;8;30;0.404761905;1;17;1.904761905;5;80;0.595238095;1;25;0;0;0;0;0;0;0.8875;1;71;10.19047619;36;428;0.6375;2;51;0
40;0.014285714;1;1;5.072157434;120;6959;14.43002915;437;19798;1.653061224;10;2268;70;6.053333333;30;454;0.028571429;1;2;17.14666667;71;1286;0.971428571;1;68;0.706666667;11;53;1.146666667;17;86;1.623906706;30;2228;337.4285714;2611;23620;5.155247813;150;7073;1
3;0;0;0;2.443478261;46;281;7.026086957;94;808;1.391304348;6;160;24;0.25;5;6;0.25;1;6;0.333333333;4;8;0.75;1;18;4.208333333;36;101;4.458333333;19;107;1.469565217;7;169;53.16666667;380;1276;3.32173913;47;382;0
1;0;0;0;0;0;0;0;0;0;0;0;0;13;7.769230769;23;101;0;0;0;0;0;0;1;1;13;4.615384615;57;60;4.615384615;60;60;1.833333333;7;110;20.38461538;125;265;0;0;0;0
10;0;0;0;0;0;0;0;0;0;0;0;0;39;7.205128205;23;281;0;0;0;0;0;0;1;1;39;17.53846154;646;684;19.15384615;747;747;2.590361446;11;1935;47;1400;1833;0;0;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;2;3.5;7;7;0;0;0;0;0;0;1;1;2;2.5;4;5;7.5;15;15;1.6;8;24;18.5;26;37;0;0;0;1
22;0;0;0;0.002325581;2;2;0.01627907;8;14;0.005813953;2;5;43;6.186046512;24;266;0;0;0;0.069767442;3;3;1;1;43;9.069767442;357;390;19.93023256;845;857;2.026744186;13;1743;38.76744186;1218;1667;0.008139535;3;7;1
4;0;0;0;2.784461153;50;1111;13.10275689;120;5228;1.899749373;7;758;39;3.731707317;28;153;0;0;0;9.195121951;52;377;1;1;39;4.487804878;67;184;0.536585366;6;22;0.932330827;8;372;172.1538462;1744;6714;3.766917293;31;1503;1
5;0;0;0;0.0125;6;6;0.035416667;17;17;0.004166667;2;2;39;7.794871795;26;304;0;0;0;0;0;0;1;1;39;14.92307692;541;582;12.30769231;435;480;2.875;12;1380;39.41025641;1015;1537;0.00625;3;3;0
10;0;0;0;1.464166667;7;1757;1.621666667;18;1946;0.869166667;3;1043;67;0.119402985;4;8;0;0;0;12.97014925;84;869;1;1;67;5.492537313;46;368;4.940298507;167;331;1.763333333;17;2116;73.02985075;915;4893;1.0125;6;1215;1
5;0;0;0;1.007281553;16;415;2.140776699;44;882;0.796116505;4;328;53;3.132075472;30;166;0;0;0;4.283018868;83;227;1;1;53;4.79245283;232;254;3.490566038;104;185;2.060679612;11;849;43.96226415;923;2330;1.038834951;16;428;0
1;0;0;0;0;0;0;0;0;0;0;0;0;32;7.71875;23;247;0;0;0;0;0;0;1;1;32;15.90625;477;509;8.90625;285;285;2.242105263;12;639;36.53125;797;1169;0;0;0;0
13;0;0;0;0.346153846;3;243;0.668091168;13;469;0.249287749;3;175;101;6.811881188;20;688;0;0;0;0.089108911;8;9;1;1;101;13.41584158;1254;1355;6.861386139;693;693;3.008547009;14;2112;36.76237624;2544;3713;0.497150997;10;349;1
1;0;0;0;3.904761905;26;246;15.92063492;162;1003;2;10;126;8;7.25;12;58;0;0;0;7.875;16;63;1;1;8;2.125;17;17;0;0;0;1.761904762;7;111;156.125;487;1249;5.253968254;40;331;0
0;1.142857143;6;16;4.968609865;55;1108;11.42600897;86;2548;1.878923767;8;419;14;6.928571429;26;97;0.071428571;1;1;15.21428571;63;213;0.928571429;1;13;14;186;196;0.714285714;6;10;1.098654709;8;245;240.7142857;946;3370;3.757847534;26;838;1
1;0;0;0;2.201183432;36;372;5.325443787;89;900;1.319526627;7;223;11;3.636363636;10;40;0;0;0;13.45454545;20;148;1;1;11;1.090909091;5;12;1.909090909;7;21;0.579881657;4;98;123.4545455;330;1358;2.041420118;23;345;1
3;0.2;1;1;6.511111111;26;586;13.95555556;55;1256;2.222222222;6;200;5;4.2;6;21;0;0;0;7.2;8;36;1;1;5;2.8;9;14;10.8;23;54;0.6;2;54;303.2;604;1516;4.488888889;17;404;1
175;0.072815534;2;15;3.801570217;74;30021;8.876915284;283;70101;1.580346967;11;12480;206;5.077669903;76;1046;0.004854369;1;1;37.24271845;235;7672;0.995145631;1;205;1.936893204;53;399;1.067961165;16;220;1.017095099;8;8032;433.8495146;2278;89373;3.41522097;81;26970;1
0;0;0;0;3.020547945;34;441;4.623287671;65;675;1.267123288;5;185;16;2.454545455;13;54;0.1875;1;3;6.5;37;143;0.8125;1;13;0.636363636;6;14;0.136363636;2;3;0.815068493;5;119;68.75;262;1100;1.931506849;14;282;0
38;0.166666667;4;4;5.536656891;51;1888;8.718475073;108;2973;1.671554252;7;570;24;2.35483871;17;73;0.125;1;3;8.806451613;36;273;0.875;1;21;7.387096774;62;229;2.193548387;36;68;0.876832845;5;299;176.0833333;799;4226;3.061583578;35;1044;1
0;0;0;0;1;3;5;1.2;3;6;1;1;5;3;0.333333333;1;1;0;0;0;1.666666667;4;5;1;1;3;0;0;0;0;0;0;1;1;5;11;19;33;1;1;5;0
2;0;0;0;0;0;0;0.084337349;1;7;0.048192771;1;4;11;0;0;0;0.818181818;1;9;7.545454545;27;83;0.181818182;1;2;0.090909091;1;1;0;0;0;0.674698795;3;56;13.90909091;39;153;0.048192771;1;4;0
5;0.416666667;3;5;2.151041667;32;413;4.921875;48;945;1.380208333;7;265;12;2.789473684;18;53;0.083333333;1;1;9.842105263;41;187;0.916666667;1;11;0.526315789;6;10;0.263157895;2;5;0.692708333;4;133;126.5;320;1518;2.161458333;20;415;1
0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;2;4.5;8;9;0;0;0;0;0;0;0;0;0;0.888888889;2;8;8.5;13;17;0;0;0;0
0;0;0;0;2.6;25;78;3.9;37;117;1.333333333;5;40;2;0.5;1;1;0;0;0;4;8;8;1;1;2;16;29;32;11;19;22;1.066666667;2;32;120.5;126;241;2.033333333;10;61;0
0;0;0;0;1.192307692;4;31;7.807692308;23;203;1.961538462;4;51;6;2.714285714;5;19;0.166666667;1;1;3.571428571;7;25;0.833333333;1;5;0.285714286;1;2;0.142857143;1;1;1.230769231;4;32;49.33333333;95;296;2.576923077;7;67;0
15;0.541666667;6;26;5.167127072;130;3741;11.79834254;204;8542;2.225138122;11;1611;48;3.210526316;17;183;0.041666667;1;2;12.40350877;73;707;0.958333333;1;46;1.210526316;34;69;0.298245614;7;17;0.864640884;4;626;218.0625;1167;10467;3.901933702;42;2825;1
6;0.375;3;3;5.271186441;63;622;10.05932203;111;1187;2.211864407;7;261;8;2.8;10;28;0;0;0;11.4;34;114;1;1;8;1.7;12;17;0.4;4;4;1.050847458;5;124;195;612;1560;3.56779661;26;421;1
0;0;0;0;2.113636364;18;93;5.431818182;57;239;1.613636364;7;71;7;2.75;8;22;0.142857143;1;1;5.5;17;44;0.857142857;1;6;0.625;3;5;0;0;0;2.409090909;9;106;58.57142857;116;410;2.068181818;15;91;0
